image_path,model_label,type_label
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1152739.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0907429.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0209554.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1187709.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0847273.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0923506.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0059101.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1548405.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0438655.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0921022.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1094669.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0198443.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0851647.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0247942.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0564495.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0826475.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0065422.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1189268.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0054367.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1918572.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0337947.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1143132.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0789826.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1942698.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0458661.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0447807.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0074464.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1296896.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0056331.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0592977.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0610653.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0523229.jpg,737-200,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1899111.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0069776.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0569402.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1538841.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0830001.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1323729.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0799595.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1110775.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1393334.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0728390.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0907408.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1396876.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0492497.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0097935.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1691783.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0278443.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0090868.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1927313.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0178292.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0114409.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0986161.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1295999.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1879894.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1564774.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0097577.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0074247.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2115318.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0687267.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0748299.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1251289.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1560581.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0848057.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0066279.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2080684.jpg,737-300,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1102458.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1906287.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0438658.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1368847.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1871885.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2236962.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1846193.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1702255.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0420818.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2186493.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0127627.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0699596.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2117477.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2031382.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1532634.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2244446.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0242845.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2026894.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1059090.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1398863.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0302648.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0987619.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0988944.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0853774.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1758545.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0122393.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2066262.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0829999.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0939568.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0328123.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1933719.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0740907.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0933127.jpg,737-400,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1758606.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1264479.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1093636.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0457865.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0723229.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0706205.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2103080.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1459173.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0657761.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1818731.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1627446.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0807405.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0074245.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0097119.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1543563.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1147739.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1337392.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0225225.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1053446.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0130599.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1687908.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0604668.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0114439.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1543529.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1258418.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0618967.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0977330.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1384649.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0912693.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1362802.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0942001.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0143341.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0894220.jpg,737-500,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0944253.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0817558.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0928043.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1650651.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1823113.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1401747.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1726606.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1615563.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0731199.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0784350.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1283644.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0467430.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0745448.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0702868.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0842381.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2188618.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1973457.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1861153.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2091304.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0961750.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0904850.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0361351.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1117081.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2080548.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0905907.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1885885.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1259152.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0442918.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2101958.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1730978.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1773981.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1718899.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0721593.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1759296.jpg,737-600,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1060500.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2219111.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1222170.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0400397.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0694487.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1503761.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1774585.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0357855.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0956171.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1611252.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1084518.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0984409.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0701140.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1498556.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2188154.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0183579.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0067671.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0067036.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2211307.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1121142.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1368334.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2184061.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0337266.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1846150.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0382052.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1763666.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2030599.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0798632.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1244288.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0497534.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1446341.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2236966.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0957983.jpg,737-700,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0257025.jpg,737-800,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0788947.jpg,737-800,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1852201.jpg,737-800,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0713745.jpg,737-800,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0422707.jpg,737-800,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0443893.jpg,737-800,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0706175.jpg,737-800,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0988468.jpg,737-800,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2099419.jpg,737-800,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0781150.jpg,737-800,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1913792.jpg,737-800,0
dataset/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1043795.jpg,737-800,0
